template_id,segment_id,lifecycle_stage,goal,theme,tone_preferences,hook_used,feature_reference,content_english,content_hindi
TPL-840BDF12,S4,paid,Increase gamification engagement • deepening engagement & retention,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid (D8–30),Unlock Exclusive Rewards,You're getting closer to leveling up! Unlock exclusive rewards and take your progress to the next level.,आपकी प्रगति को अगले स्तर तक ले जाने के लिए विशेष पुरस्कारों का स्वागत है!
TPL-271C46A7,S4,paid,Increase gamification engagement • deepening engagement & retention,Ownership,"Encouraging, Growth-focused, Friendly accountability",Retention (D31+),Stay on Track with Your Goals,You've made it past the 30-day mark! Stay on track with your goals and keep pushing forward.,आपके लक्ष्यों को बनाए रखने के लिए स्थिर रहें और आगे बढ़ें।
TPL-B5898964,S4,paid,Increase gamification engagement • deepening engagement & retention,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid (D8–30),Your Progress Matters,Your daily progress is what drives you forward. Keep pushing and see the results for yourself.,आपकी दैनिक प्रगति आपको आगे बढ़ने का मार्गदर्शक है। आगे बढ़ें और अपने परिणाम देखें।
TPL-B127C2BE,S4,paid,Increase gamification engagement • deepening engagement & retention,Ownership,"Encouraging, Growth-focused, Friendly accountability",Retention (D31+),You're Almost There,You're just a few days away from reaching your goal! Keep going and you'll be there in no time.,आपके लक्ष्य को प्राप्त करने से केवल कुछ दिन बाकी हैं! आगे बढ़ें और जल्द ही वहाँ होंगे।
TPL-349B2F38,S4,paid,Increase gamification engagement • deepening engagement & retention,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid (D8–30),Make it a Habit,Make your daily progress a habit and watch your results grow. You got this!,आपकी दैनिक प्रगति को एक आदत बनाएं और अपने परिणामों को बढ़ाएं। आप इसे कर सकते हैं!
TPL-2A57B8B1,S4,churned,Increase gamification engagement • re-engagement & recovering lost habits,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid,Unlock Exclusive Rewards,Reclaim your momentum! Unlock special rewards for being a loyal member.,पुनर्प्रारंभ करें और विशेष पुरस्कारों को प्राप्त करें! अपने वफादार सदस्य के रूप में अपनी गति को फिर से पुनः प्रारंभ करें.
TPL-958A1B2E,S4,churned,Increase gamification engagement • re-engagement & recovering lost habits,Ownership,"Encouraging, Growth-focused, Friendly accountability",Retention,Recover Lost Habits,Get back on track! Recover your lost habits and start achieving your goals.,पुनर्प्रारंभ करें और अपने खोए हुए आदतों को पुनः प्राप्त करें और अपने लक्ष्यों को प्राप्त करना शुरू करें.
TPL-A179263F,S4,churned,Increase gamification engagement • re-engagement & recovering lost habits,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid,Boost Your Progress,Take your progress to the next level! Get access to premium content and expert guidance.,अपनी प्रगति को अगले स्तर तक ले जाएं! प्रीमियम सामग्री और विशेषज्ञ मार्गदर्शन के लिए पहुंच प्राप्त करें.
TPL-687DC842,S4,churned,Increase gamification engagement • re-engagement & recovering lost habits,Ownership,"Encouraging, Growth-focused, Friendly accountability",Retention,Join a Community of Achievers,Be part of a community that's achieving great things! Connect with like-minded individuals and get support.,एक समुदाय में शामिल हों जो महान चीजें हासिल कर रहा है! समान विचारों वाले व्यक्तियों से जुड़ें और समर्थन प्राप्त करें.
TPL-147F94D3,S4,churned,Increase gamification engagement • re-engagement & recovering lost habits,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid,Unlock Personalized Coaching,Get personalized coaching to help you stay on track! Unlock expert guidance and support.,व्यक्तिगत कोचिंग को पुनः प्राप्त करें जो आपको पुनः प्रारंभ पर रखे! विशेषज्ञ मार्गदर्शन और समर्थन को प्राप्त करें.
TPL-19FC3E2F,S4,trial,Increase gamification engagement • rapid adoption & habit formation,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid,Unlock Exclusive Rewards,Unlock special rewards by upgrading your subscription! You're one step closer to achieving your goals.,अपनी सदस्यता को अपग्रेड करें और विशेष पुरस्कारों को हासिल करें! अपने लक्ष्यों को प्राप्त करने के लिए एक कदम आगे बढ़ें।
TPL-1CCB66D7,S4,trial,Increase gamification engagement • rapid adoption & habit formation,Ownership,"Encouraging, Growth-focused, Friendly accountability",Retention,Your Progress Matters,Don't let your progress slip away! Stay on track with our reminders and motivational messages.,अपने प्रगति को ध्यान में रखें! हमारे सुझावों और प्रेरणा संदेशों के साथ अपने लक्ष्यों को बनाए रखें।
TPL-111F0630,S4,trial,Increase gamification engagement • rapid adoption & habit formation,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid,Get Ahead of the Game,Take your gamification to the next level with our premium features! Unlock new challenges and rewards.,गेमिफिकेशन को अगले स्तर तक ले जाएं! हमारे प्रीमियम विशेषताओं के साथ नए चुनौतियों और पुरस्कारों को हासिल करें।
TPL-192E2E58,S4,trial,Increase gamification engagement • rapid adoption & habit formation,Ownership,"Encouraging, Growth-focused, Friendly accountability",Retention,You're Doing Great!,Keep going! You're on a roll! Stay motivated with our friendly reminders.,चलो! आपको बहुत अच्छा किया है! हमारे दोस्ती संदेशों के साथ प्रेरित रहें।
TPL-91FD2EC2,S4,trial,Increase gamification engagement • rapid adoption & habit formation,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid,Unlock Expert Insights,Get expert advice to boost your gamification skills! Unlock new strategies and techniques.,विशेषज्ञ सलाह को हासिल करें और अपने गेमिफिकेशन कौशल को बढ़ाएं! नए रणनीतियों और तकनीकों को खोलें।
TPL-597BAA21,S4,inactive,Increase gamification engagement • compelling return value proposition,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid,Unlock Exclusive Rewards,Unlock your potential and claim your exclusive rewards! Get back on track with our engaging challenges.,अपनी क्षमता को खोलें और विशेष पुरस्कारों का आनंद लें! अपने प्रतिस्पर्धी चुनौतियों में वापस आइए और हमारे आकर्षक चुनौतियों का आनंद लें.
TPL-EC52E5FF,S4,inactive,Increase gamification engagement • compelling return value proposition,Ownership,"Encouraging, Growth-focused, Friendly accountability",Retention,Reclaim Your Progress,Don't let your progress slip away! Reclaim your achievements and get back to growing with our supportive community.,"अपने प्रगति को वापस पाने के लिए, अपने प्राप्त हुए उपलब्धियों को फिर से प्राप्त करें और हमारे समर्थनपूर्ण समुदाय के साथ अपने विकास को जारी रखें."
TPL-30C2C9CE,S4,inactive,Increase gamification engagement • compelling return value proposition,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid,Boost Your Earnings,Take your earnings to the next level! Boost your income with our premium features and exclusive opportunities.,अपनी आय को अगले स्तर पर ले जाएं! हमारे प्रीमियम विशेषताओं और विशेष अवसरों के साथ अपनी आय को बढ़ाएं.
TPL-8650857E,S4,inactive,Increase gamification engagement • compelling return value proposition,Ownership,"Encouraging, Growth-focused, Friendly accountability",Retention,Stay on Track with Our Reminders,Stay motivated and on track! Get reminders and support from our community to help you reach your goals.,प्रेरित रहें और अपने लक्ष्यों पर ट्रैक रहें! हमारे सामुदायिक समर्थन और सुझावों के साथ अपने लक्ष्यों को प्राप्त करें.
TPL-9330C38B,S4,inactive,Increase gamification engagement • compelling return value proposition,Ownership,"Encouraging, Growth-focused, Friendly accountability",Paid,Unlock Expert Guidance,Get expert advice and guidance to supercharge your progress! Unlock premium content and expert insights to help you succeed.,विशेषज्ञ सलाह और मार्गदर्शन को खुलासा करें! प्रीमियम सामग्री और विशेषज्ञ दृष्टिकोण के साथ अपने प्रगति को सुपरचार्ज करें.
TPL-DBDAF790,S7,paid,Increase gamification engagement • deepening engagement & retention,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Your progress is inspiring others!,Leaderboard,You're crushing it! Your leaderboard ranking is motivating others to push their limits. Keep up the great work!,आपकी प्रगति दूसरों को प्रेरित कर रही है! आपका लीडरबोर्ड रैंकिंग दूसरों को अपने सीमाओं को बढ़ाने के लिए प्रेरित कर रही है। आपकी अच्छी काम करना जारी रखें!
TPL-0645A876,S7,paid,Increase gamification engagement • deepening engagement & retention,Social Influence,"Encouraging, Non-judgmental, Growth-focused",You're part of a community that's achieving amazing things!,Community Forum,You're not alone in your journey! Our community forum is buzzing with people who are just as passionate as you are. Join the conversation and learn from others!,आप एक समुदाय का हिस्सा हैं जो अद्भुत चीजें हासिल कर रहा है!
TPL-C4A342F8,S7,paid,Increase gamification engagement • deepening engagement & retention,Social Influence,"Encouraging, Non-judgmental, Growth-focused",You're just a few points away from unlocking a new challenge!,Daily Challenges,You're so close! Our daily challenges are designed to help you grow and improve. Take on the next challenge and see what rewards await you!,आप अगले चुनौती को स्वीकार करने के लिए केवल कुछ अंक दूर हैं!
TPL-6AD5E9A7,S7,paid,Increase gamification engagement • deepening engagement & retention,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Your friends are counting on you to reach the next level!,Friendship System,Your friends are cheering you on from the sidelines! Help them reach their goals and earn rewards together. You're in this together!,आपके दोस्त आपको अगले स्तर तक पहुंचने के लिए आपको देखने की उम्मीद में हैं!
TPL-69885A93,S7,paid,Increase gamification engagement • deepening engagement & retention,Social Influence,"Encouraging, Non-judgmental, Growth-focused",You're on a roll! Keep your momentum going!,Streaks,You've got this! Keep your streaks going and you'll be amazed at what you can achieve. Stay focused and keep pushing forward!,आपकी गति बनाए रखें! आपकी स्ट्राइक्स को बनाए रखें और आप हैरान कर देंगे कि आप क्या हासिल कर सकते हैं!
TPL-5F41E50D,S7,churned,Increase gamification engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Your progress matters!,Daily habit tracking,We've noticed you've been inactive for a while. Let's get you back on track! Your daily habits can make a big difference. Tap to start tracking again.,हमने देखा है कि आपकी गतिविधि काफी समय से न हुई है। आइए फिर से शुरुआत करें! दैनिक आदतें आपके जीवन को बहुत बदल सकती हैं। टैप करें और फिर से ट्रैकिंग शुरू करें.
TPL-739BCE3A,S7,churned,Increase gamification engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Recover your momentum!,Habit streaks,You've got this! Don't let your streaks slip away. Tap to view and start your streak again.,आपकी गति में फिर से गति लाएं! आपकी स्ट्रीक्स को फिर से शुरू करें और अपनी प्रगति देखें। टैप करें.
TPL-5D80954F,S7,churned,Increase gamification engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Join the movement!,Community challenges,Be part of a community that's working towards a common goal. Join a challenge and get motivated to reach your goals.,एक सामूहिक प्रयास में शामिल हों! एक चैलेंज में शामिल हों और अपने लक्ष्यों को हासिल करने के लिए प्रेरित हों।
TPL-5BA4E148,S7,churned,Increase gamification engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Non-judgmental, Growth-focused",You're not alone!,Personalized coaching,We've got your back! Our personalized coaching will help you overcome obstacles and stay on track.,हम आपके साथ हैं! हमारे व्यक्तिगत कोचिंग में आपकी मदद करेंगे और आपसे कठिनाइयों का सामना करने में मदद करेंगे।
TPL-CB2BD6CA,S7,churned,Increase gamification engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Unlock your potential!,Reward system,You're one step away from unlocking your full potential! Claim your rewards and keep pushing forward.,आपकी पूर्ण क्षमता को खुलासा करें! अपने पुरस्कारों का दावा करें और आगे बढ़ें।
TPL-52A395FE,S7,trial,Increase gamification engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Your friends are crushing it! Join the fun and increase your score!,Leaderboard,See how you rank and compete with others to boost your engagement!,दोस्तों के बीच रैंकिंग देखें और अपनी स्कोर बढ़ाएं और अपनी भागीदारी बढ़ाएं!
TPL-C912B387,S7,trial,Increase gamification engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Non-judgmental, Growth-focused",You're just 1 step away from a new high score! Keep going!,Daily Challenges,Don't stop now! Complete the daily challenge to earn rewards and stay on top of your game!,अब तक से एक नया उच्च स्कोर हासिल करने के लिए केवल एक कदम बाहर हो जाएं! दैनिक चैलेंज को पूरा करें और पुरस्कार प्राप्त करें और अपने खेल में बने रहें!
TPL-79F06914,S7,trial,Increase gamification engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Get ready to level up! Your progress is being tracked.,Progress Tracking,See how far you've come and what's next! Track your progress to stay motivated and engaged.,तैयार हो जाएं लेवल अप! आपकी प्रगति ट्रैक की जा रही है!
TPL-CE1C84C9,S7,trial,Increase gamification engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Non-judgmental, Growth-focused",You're part of a community that's crushing it! Join the fun and stay engaged!,Community Forum,Connect with others who share your passion and stay up-to-date on the latest news and updates!,एक समुदाय में शामिल हैं जो यह कर रहा है! मज़े के साथ जुड़ें और अपने खेल में बने रहें!
TPL-8C7C9E1B,S7,trial,Increase gamification engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Don't miss out on exclusive rewards! Complete the challenge to earn them!,Exclusive Rewards,Unlock special rewards by completing the challenge and stay ahead of the game!,विशेष पुरस्कार में शामिल होने से बचें! चैलेंज को पूरा करें और उन्हें प्राप्त करें!
TPL-A6AEB69B,S7,inactive,Increase gamification engagement • compelling return value proposition,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Your progress is waiting for you!,Leaderboard,Get back on track and compete with others to reach your goals.,अप्रत्याशित प्रगति आपके लिए तैयार है! अपने लक्ष्यों को प्राप्त करने के लिए दूसरों के साथ प्रतिस्पर्धा करें.
TPL-1D5BD18E,S7,inactive,Increase gamification engagement • compelling return value proposition,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Your friends are waiting for you to join the challenge!,Social Sharing,Join the fun and see how your friends are progressing. Let's do this together!,अपने दोस्तों की प्रगति देखें और चुनौती में शामिल हों। हम इसे साथ में करेंगे!
TPL-0CB2B8F0,S7,inactive,Increase gamification engagement • compelling return value proposition,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Unlock exclusive rewards and badges!,Badges,Earn points and unlock amazing rewards. You're one step closer to achieving your goals!,विशेष पुरस्कार और बैज प्राप्त करें! बिंदु प्राप्त करें और अपने लक्ष्यों को प्राप्त करने के लिए एक कदम आगे बढ़ें।
TPL-D9A75BEC,S7,inactive,Increase gamification engagement • compelling return value proposition,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Don't miss out on the fun! Catch up on your progress and get back on track!,Progress Tracking,View your progress and see how far you've come. Take control of your journey and get back on track!,नश्ता न करें! अपनी प्रगति देखें और अपने यात्रा पर नियंत्रण लें। अपने रास्ते पर वापस आ जाएं!
TPL-E349886A,S7,inactive,Increase gamification engagement • compelling return value proposition,Social Influence,"Encouraging, Non-judgmental, Growth-focused",Join the community and get support from fellow gamers!,Community Forum,"Connect with others who share your passion for gaming. Get tips, advice, and support to help you achieve your goals!"," समुदाय में शामिल हों और अन्य गेमर्स से समर्थन प्राप्त करें! अपनी प्रतिभा को बढ़ाने के लिए टिप्स, सलाह, और समर्थन प्राप्त करें!"
TPL-53133C89,S6,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",D31+ Retention,Leaderboard,You're on a roll! Keep climbing the ranks and show the world what you're made of!,आपकी प्रगति देखकर हम खुश हैं! आगे बढ़ें और अपने स्थान को बनाए रखें!
TPL-87373EE6,S6,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Accomplishment,Daily Challenges,You've completed another daily challenge! Keep pushing yourself to new heights and unlock exclusive rewards.,आपने फिर से एक दैनिक चुनौती पूरी की! आगे बढ़ें और अपने स्तर को बढ़ाएं और विशेष पुरस्कारों को खोजें!
TPL-CCE2038D,S6,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Retention,Friendship System,Your friends are rooting for you! Keep climbing the leaderboard and show them what you're capable of.,आपके दोस्त आपकी प्रगति की सराहना कर रहे हैं! आगे बढ़ें और अपने स्थान को बनाए रखें और अपने दोस्तों को आश्चर्यचकित करें!
TPL-D97830DD,S6,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Growth,Leveling System,You're leveling up! Take advantage of this momentum and unlock new features and rewards.,आपका स्तर बढ़ रहा है! इस गति का लाभ उठाएं और नए विशेषताओं और पुरस्कारों को खोजें!
TPL-542D468F,S6,paid,Increase leaderboard engagement • deepening engagement & retention,Accomplishment,"Encouraging, Growth-focused",Retention,Achievement System,You're on a roll! Keep achieving and show the world what you're capable of. Exclusive rewards await!,आपकी प्रगति देखकर हम खुश हैं! आगे बढ़ें और अपने स्थान को बनाए रखें और विशेष पुरस्कारों को खोजें!
TPL-C4C95DCA,S6,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",D31+ Retention,Leaderboard,You're just a few points away from reclaiming your top spot! Get back in the game and show the world what you're made of!,आप अपनी नंबर एक स्थिति को फिर से प्राप्त करने के लिए केवल कुछ अंक दूर हैं! खेल में वापस आएं और दुनिया को दिखाएं कि आप क्या बन सकते हैं!
TPL-ED16736F,S6,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",D31+ Retention,Recovery of Lost Habits,Don't let your progress slip away! Get back on track and start building habits that matter. You got this!,आपकी प्रगति को ध्यान में रखने के लिए! अपने निर्मित आदतों को फिर से शुरू करें और महत्वपूर्ण आदतें बनाएं। आप इसे कर सकते हैं!
TPL-D668644C,S6,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",D31+ Retention,Re-engagement,We miss you! Come back and show us what you're working on. Your fellow users are waiting for you!,हम आपको खो रहे हैं! वापस आइए और हमें पता करें कि आप क्या बना रहे हैं। आपके अन्य उपयोगकर्ता आपकी प्रतीक्षा कर रहे हैं!
TPL-02E4CDC8,S6,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",D31+ Retention,Leaderboard,You're not alone! Join the leaderboard and compete with others to reach new heights. Let's do this!,आप अकेले नहीं हैं! लीडरबोर्ड में शामिल हों और दूसरों के साथ प्रतिस्पर्धा करें ताकि आप नई ऊंचाइयों तक पहुंच सकें। चलो यह करें!
TPL-163F8D6C,S6,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Accomplishment,"Encouraging, Growth-focused",D31+ Retention,Accomplishment,Celebrate your wins! You've worked hard to get here. Treat yourself to something amazing and keep pushing forward.,आपकी जीतों को मनाएं! आप यहाँ बहुत मेहनत किया है। खुद को कुछ अद्भुत दें और आगे बढ़ने के लिए प्रेरित रहें.
TPL-494A5CFE,S6,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Retention (D31+),Leaderboard,You're on a roll! Keep climbing the leaderboard and stay ahead of the competition.,आपकी प्रगति देखकर खुशी हो रही है! लीडरबोर्ड पर आगे बढ़ें और प्रतिस्पर्धा से आगे रहें.
TPL-47DE41D2,S6,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Retention (D31+),Daily Challenges,"New day, new chance to conquer! Complete your daily challenges to stay on top.","नए दिन, नए अवसर! अपने दैनिक चुनौतियों को पूरा करें और शीर्ष पर रहें."
TPL-1C2C9752,S6,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Retention (D31+),Friendship Leaderboard,Who's your friend? Climb the friendship leaderboard to see who's on your team.,आपके दोस्त कौन है? दोस्ती लीडरबोर्ड पर चढ़ें और अपने टीम के सदस्यों को देखें.
TPL-E4FF7CAD,S6,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Retention (D31+),Habit Tracker,You're on a roll! Keep tracking your habits to see your progress.,आपकी प्रगति देखकर खुशी हो रही है! अपने आदतों को ट्रैक करें और अपनी प्रगति को देखें.
TPL-D52AA35D,S6,trial,Increase leaderboard engagement • rapid adoption & habit formation,Accomplishment,"Encouraging, Growth-focused",Retention (D31+),Rewards,You've earned it! Redeem your rewards to take your progress to the next level.,आपने इसका हकदार हैं! अपने पुरस्कारों को लें और अपनी प्रगति को अगले स्तर तक ले जाएं.
TPL-8C37ED9D,S6,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",You're just a step away from the top!,Leaderboard,Reclaim your spot on the leaderboard! Get back in the game and compete with your friends.,अपना स्थान फिर से प्राप्त करें! अपने दोस्तों के साथ प्रतिस्पर्धा करें और अपने प्रदर्शन को बेहतर बनाएं.
TPL-3B10A2F1,S6,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Don't let your progress fade away!,Progress Tracking,Check your progress and get motivated to reach the next level. You're closer than you think!,अपने प्रगति की जांच करें और अगले स्तर तक पहुंचने के लिए प्रेरित हों। आप ज्यादा कर सकते हैं!
TPL-CA69AA17,S6,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Unlock your full potential!,Personalized Challenges,Take on personalized challenges that will help you improve your skills and climb the leaderboard. You got this!,अपने पूरे संभाव्यता को खोलें! व्यक्तिगत चुनौतियों को स्वीकार करें जो आपकी कौशल को सुधारने और लीडरबोर्ड में चढ़ने में मदद करेंगी। आप यह कर सकते हैं!
TPL-7F0ECE17,S6,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Get back in the game with exclusive rewards!,Exclusive Rewards,Earn exclusive rewards and badges by getting back in the game. Your progress matters!,गेम में वापस आने के लिए विशेष पुरस्कार और बैज प्राप्त करें! आपकी प्रगति महत्वपूर्ण है!
TPL-FF9DA393,S6,inactive,Increase leaderboard engagement • compelling return value proposition,Accomplishment,"Encouraging, Growth-focused",Your comeback story is waiting to be written!,Leaderboard,Take the first step towards your comeback. Climb the leaderboard and show the world what you're made of.,अपने वापसी की कहानी लिखने के लिए पहला कदम उठाएं! लीडरबोर्ड को चढ़ें और दुनिया को दिखाएं कि आप क्या बन सकते हैं!
TPL-E59CA6AA,S5,paid,Increase ai_tutor engagement • deepening engagement & retention,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Retention (D31+),Personalized learning plans,You're doing great! Your personalized learning plan is helping you stay on track. Keep up the good work!,आप अच्छा कर रहे हैं! आपके व्यक्तिगत सीखने के योजना आपको ट्रैक पर रखने में मदद कर रही है। आगे बढ़ते रहें!
TPL-FC94E45E,S5,paid,Increase ai_tutor engagement • deepening engagement & retention,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Retention (D31+),Tutor feedback,Don't forget to check your tutor's feedback! It's a great way to improve and stay motivated., अपने ट्यूटर की फीडबैक को याद रखें! यह आपको सुधारने और प्रेरित रहने में मदद कर सकता है।
TPL-6F12F05D,S5,paid,Increase ai_tutor engagement • deepening engagement & retention,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Retention (D31+),Badges & achievements,You're earning badges and achievements! Keep pushing yourself to reach new milestones.,आप बैज और उपलब्धियां प्राप्त कर रहे हैं! आगे बढ़ते रहें और नए मील के पत्थर तक पहुंचें।
TPL-73B0C54C,S5,paid,Increase ai_tutor engagement • deepening engagement & retention,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Retention (D31+),Community support,Stay connected with our community! Share your progress and get support from fellow learners.,हमारे समुदाय में संलग्न रहें! अपने प्रगति को साझा करें और अन्य शिक्षार्थियों से समर्थन प्राप्त करें।
TPL-7CE497B0,S5,paid,Increase ai_tutor engagement • deepening engagement & retention,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Retention (D31+),Progress tracking,"Track your progress and celebrate your successes! You're doing great, keep it up!","आपकी प्रगति को ट्रैक करें और अपने सफलताओं का जश्न मनाएं! आप अच्छा कर रहे हैं, आगे बढ़ते रहें।"
TPL-E9D4515A,S5,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Growth-focused, Friendly accountability",D31+ Retention Reminder,Daily AI Tutor Sessions,"Hey, you're just 1 session away from reaching your daily goal! Keep going, you're doing great!","नमस्ते! आप अपने दैनिक लक्ष्य को पूरा करने के लिए केवल एक सेशन दूर हैं! यही कोशिश करें, आप बहुत अच्छा कर रहे हैं!"
TPL-15F38E10,S5,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Re-Engagement Boost,Catch-up on Missed Sessions,Missing out on sessions? Get back on track with our quick catch-up sessions! Click to re-engage and win rewards!,मिस होने वाले सेशन्स के लिए फिर से शुरू करें! हमारे तेज़ कैच-अप सेशन्स में शामिल हों और पुरस्कार जीतें!
TPL-F78D27BE,S5,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Habit Recovery Challenge,Recover Lost Habit,Take the challenge! Recover your lost habit and get back to your daily routine. Click to start!,चुनौती लें! अपनी खोयी आदत को फिर से प्राप्त करें और अपने दैनिक रूटीन में वापस आ जाएं। शुरू करें!
TPL-06922CBB,S5,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Social Influence Share,Share Your Progress with Friends,Share your progress with friends and family to stay motivated! Click to share and get support!,दोस्तों और परिवार के साथ अपनी प्रगति साझा करें और प्रेरित रहें! साझा करें और समर्थन प्राप्त करें!
TPL-C332A871,S5,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Growth-focused Reward,Unlock Exclusive Content,Unlock exclusive content and rewards by reaching new milestones! Click to unlock and grow!,नई माइलस्टोन्स तक पहुंचने पर विशेष सामग्री और पुरस्कारों को एक्सेस करें! साझा करें और बढ़ें!
TPL-8A8398A8,S5,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Your AI tutor is waiting for you! Join the community today!,Join a community of learners for support and motivation,Stay on track with your AI tutor and connect with fellow learners for a more engaging experience,अपने AI शिक्षक के साथ आगे बढ़ें और दूसरे शिक्षकों के साथ जुड़ें और अपने अनुभव को बढ़ाएं
TPL-903D49B7,S5,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Don't miss out! Complete your daily AI tutor session to unlock new features,Unlock new features and track your progress with our AI-powered tutor,Complete your daily session to unlock new features and stay on top of your learning goals,आज के दिन के लिए अपने AI शिक्षक के साथ काम करें और नए विशेषताओं को खुलासा करें
TPL-19351B23,S5,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Growth-focused, Friendly accountability",You're doing great! Keep up the good work and earn rewards,Earn rewards and badges for your consistent effort and progress,Stay motivated and earn rewards for your hard work and dedication to your learning journey,आपका अच्छा काम जारी रखें और पुरस्कार और बैज प्राप्त करें
TPL-D5872C6D,S5,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Growth-focused, Friendly accountability",Get support from your peers! Join a discussion group for AI tutor users,Connect with fellow learners and get support from the community,Join a discussion group to connect with others who are using AI tutor and get support from the community,अन्य AI tutor उपयोगकर्ताओं के साथ जुड़ें और समुदाय की सहायता प्राप्त करें
TPL-290BDFAF,S5,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Growth-focused, Friendly accountability",You're one step closer to mastering AI! Keep practicing and stay committed,Track your progress and stay committed to your learning goals,Stay on track and keep practicing to master AI and achieve your goals,आपके AI मास्टर करने के लिए एक कदम आगे बढ़ रहे हैं! अभ्यास करें और अपने लक्ष्यों को प्राप्त करने के लिए समर्पित रहें
